url,name,phones,emails,general_director,type_of_company,registration_date_datetime,registration_date_timestamp,founders,inn,ogrn,kpp,okpo,okato,oktmo,okogu,postal_code,address 
geely-penza.ru,None,+73583830000&+78412990600&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-orenburg.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73532400900&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+78002000289&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-echoauto.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+78462682020&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-davauto.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+73422462606&+78545760000&+79638757805&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-chelny.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78552444777&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+78552797840&+72601699999&+74527969999&+73494189999&+73738710000&+73366169999&+73992160000&+78552797841&+78545760000&+78552444111&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+78552444555&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78552444000&+78430180000&+73560179999&+78552770088&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geelyspb.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+78126141429&+77344130000&+75194170000&+79032140000&+73952709999&+76193620000&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78127779247&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-novgorod.ru,None,+78162603525,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-reginas.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+73512114040&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-marten.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+78172517777&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-surgut.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+73462515393&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-kazan.ru,None,+73738710000&+78432303030&+76514819999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
gefest-truck.ru,None,+78002505377&+79172885377,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-kaluga.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+74842222228&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-medved.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+73912193000&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-uservice.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+74952663133&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+74951864108&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-avtostar.ru,None,+79782171615,avtostar@obukhov.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
frunze-expert.ru,"ООО ""АЦ ФРУНЗЕ""",+73832283678,None,Гайнанова Алина Ивановна,LEGAL,2022-03-02,1646179200,None,5406819880,1225400007810,540501001,52062625,50401364000,50701000001,4210014,630112,"г Новосибирск, ул Фрунзе, зд 252"
geelysamara.ru,None,+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+79032140000&+77344130000&+75194170000&+76193620000&+73952709999&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+78462150007&+71620029999&+74733200000&+78430180000&+73560179999&+78462152113&+76062009999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-agat.ru,None,+76935638808&+78003330111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
gm.com,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
gkmotom.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-borishof.ru,None,+76935638808&+78003330111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-expert-auto.ru,None,+76935638808&+73833632288&+78003330111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-yaroslavl.ru,None,+74852580095,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-vostokavto.ru,None,+78124458293&+78127030101,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-sibcar.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-avtocenter.ru,None,+79788357700,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genser.ru,None,+74957857704&+74957857722&+74957857708&+74957857712,info@genser.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-sim.ru,None,+74959950002,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
gm-avtoliga.ru,None,+78312000070&+78312020700,andrey.tamarov@avtoliga.nnov.ru&info@gm-avtoliga.ru&nikolay.gorokhov@cadillac-nn.ru&info@cadillac-nn.ru&sergei.pogodin@avtoliga.nnov.ru&Rating@Mail.ru&alexey.isaykin@avtoliga.nnov.ru&maria.nadezhkina@avtoliga-jlr.ru&kirill.kiselev@cadillac-nn.ru&artem.prohorov@avtoliga.nnov.ru&ivan.molkov@avtoliga.nnov.ru&alexey.polyakov@avtoliga.nnov.ru&ignat.durandin@cadillac-nn.ru&maksim.vorobyev@avtoliga.nnov.ru&dmitry.uzhastin@cadillac-nn.ru&olga.matveeva@avtoliga.nnov.ru&nikita.markov@avtoliga.nnov.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-major.ru,None,+76935638808&+78003330111&+74951593776&+74951722585,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
globus-cars.ru,None,+74752700503&+74752700505&+74752700506&+74752700507&+74752700515&+74752700520&+74752700509&+74752700510&+74752700501&+74752700517&+74752700508&+74752700502&+74752700504&+74752700518,email@email.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-agat-ekb.ru,None,+76935638808&+78003330111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-legenda.ru,None,+71792135815&+79153306263&+74957304422&+77242773817&+74957304432,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
gk-lider.ru,None,+77983880097&+78452770000&+79272777638&+78452777000&+78452754410&+78452774775&+78452779757,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
glazurit.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
goldwing-auction.ru,None,+70616242932&+73843761313&+79991112233&+76716242926&+73843930940,sales@toyota-novokuznetsk.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
german-auto.ru,None,+74092692154&+74092690147&+79271234567&+74092690154&+78432111130&+74092692147,team@tilda.cc&kazan@german-avto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
germanika.ru,None,+74952313131&+74952251515,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
germania-auto.ru,None,+74912955559&+74912955550&+74912503959,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-msc.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
gvrus.ru,None,+78005006304,mh@gvrus.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
geely-tver.ru,"ООО ""АВТО ПРЕМИУМ-П""",+73583830000&+79323809999&+77973790000&+71073150000&+78403850000&+78084030000&+74033740000&+75330199999&+76514819999&+70418780000&+79577640000&+79963149999&+74822797949&+77344130000&+75194170000&+79032140000&+73952709999&+76193620000&+76833719999&+74228130000&+70552670000&+70775989999&+78798290000&+78607410000&+77444839999&+74902730000&+72601699999&+74527969999&+73366169999&+73494189999&+73738710000&+73992160000&+78545760000&+75127260000&+70559690000&+79731749999&+73050920000&+74191890000&+76543809999&+77862929999&+72771449999&+78827669999&+71581650000&+71200030000&+75184480000&+75666050000&+76959079999&+71431200000&+79943850000&+73252490000&+76840819999&+71334840000&+70851750000&+70801159999&+72292180000&+78874969999&+71620029999&+74733200000&+78430180000&+73560179999&+76062009999,None,Копьев Вадим Сергеевич,LEGAL,2010-11-13,1289606400,None,6949007272,1106952029469,694901001,67253963,28220808023,28620408211,4210014,170546,"Тверская обл, Калининский р-н, с/п Бурашевское, промзона Боровлево-1, стр 3, помещ 5"
geely-msk.ru,"ООО ""АВТОМИР-ТРЕЙД""",+74951320447&+78002000289,None,Рябушко Владимир Николаевич,LEGAL,2007-10-09,1191888000,None,7730569353,1077761079263,771801001,83121511,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 321"
geelyparnas.ru,"ООО ""ИАТ НЕО""",+78123848888,None,Макарова Елена Вячеславовна,LEGAL,2022-07-08,1657238400,None,4706050113,1224700011447,470601001,58502858,41212000013,41612402126,4210014,188660,"188660, Ленинградская область, М.Р-Н ВСЕВОЛОЖСКИЙ, С.П. БУГРОВСКОЕ, Д ПОРОШКИНО, УЛ ТОРГОВАЯ, ЗД. 22, ОФИС 155"
geely-ekt.ru,"ООО ""АМКАПИТАЛ""",+78002000289&+73432722600,None,Петров Владимир Николаевич,LEGAL,2006-08-09,1155081600,None,7708607959,5067746028312,771801001,96570707,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 218"
haval-moscow.ru,None,+74952921485,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-favorit-motors.ru,None,+74958189505&+72086188550&+74999519614,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hazarauto.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grandtech.ru,None,+76727577648&+74922431263,info@grandtech.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hisun-spb.ru,None,+78122098866,3@0.5x.webp,None,None,None,None,None,None,None,None,None,None,None,None,None,None
griffin-select.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-perm.ru,None,+73422584803&+79990000000&+75337983169&+73472161221,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-apm.ru,None,+73472927777&+78005115986&+74950234566,info@haval-apm.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-spb.ru,None,+78126490008&+78123894004&+78125659230,pretenziya@haval-lahta.ru&info@haval-lahta.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-avtomir.ru,None,+74951540177&+77853615938&+74951540164&+78032685059&+78005115986,info@avtomir.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grand-haval.ru,None,+78005115986&+74922779747,reception.haval@grandtech.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-tagil.ru,None,+78005115986&+73435471800,okami@haval-tagil.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-avtoruss.ru,None,+78191750772&+74950855306&+74954325955&+74954325461&+78005115986&+73165933928&+74951321281,info@haval-l-avtoruss.ru&info@haval-avtoruss.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-krasnoyarsk.ru,None,+78005115986&+73912054455,info@haval-krasnoyarsk.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
gross-vw.ru,None,+73452550135,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hino-chel.ru,None,+73512627083&+73517771912&+73512627084,info@stomol.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
gruz-tehnika.ru,None,+73512252424,ios@gruz-tehnika.ru&tdn@gruz-tehnika.ru&tehnika@gryz-texnika.ru&s.morozov@gruz-tehnika.ru&eev@gruz-tehnika.ru&s.yashkov@gruz-tehnika.ru&a.kulinich@gruz-tehnika.ru&auto@gruz-tehnika.ru&lky@gruz-tehnika.ru&zvv@gruz-tehnika.ru&v.chermenev@gruz-tehnika.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-oskol.ru,None,+74725467777&+78005115986&+75407349073,info@haval-oskol.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-aleksmotors.ru,None,+78212322838&+78005115986&+71427031415,am@haval-aleksmotors.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hinosaratov.ru,None,+74092692154&+79272777638&+74092690147&+74092690154&+71221389026&+74092692147&+78452770070,team@tilda.cc,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hm.ru,None,None,up@hm.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-avilon.ru,"АО ""АВИЛОН АГ""",+79153306263&+74957304422&+74951547157&+77242773817&+76935638808&+71792090244,info@genesis-avilon.ru,Никонов Александр Васильевич,LEGAL,1997-02-27,857001600,None,7705133757,1027700000151,772201001,46420693,45290590000,45395000000,4210011,109316,"109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ"
hotline-avilon.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hondakosmonavtov.ru,None,+78432035600&+78432760505&+78432035601,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
holdingcar.ru,None,+78003336668,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
goldstarmotors.ru,"ООО ""ГОЛД СТАР МОТОРС""",+74952601304&+74955131482,None,Байрамов Дилгам,LEGAL,2018-12-27,1545868800,None,7751153596,5187746029565,775101001,35293895,45297552109,45941000000,4210014,108850,"142750, ГОРОД МОСКВА, ПОС. ВНУКОВСКОЕ, УЛ. ЛЕТЧИКА ГРИЦЕВЦА, Д. 10, КВ. 77"
hyundai-avtocenter.ru,None,+78003337167&+79788357007,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-abm.ru,None,+78152636636&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-agat23.ru,None,+77861996999&+78619969999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-abakan.ru,None,+73902217501&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
honda-ligovsky.ru,None,+78124956848,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-ai.ru,None,+74872571000&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-autoug.ru,None,+78793389070&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
honda72.ru,None,+73452680000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-arena.ru,None,+78482270600,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avn.ru,None,+78162649999&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-arkont.ru,None,+78443517878&+78003337167&+78443205125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
honda34.ru,None,+78442552655,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-akros.ru,None,+74952232335&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avtofan.ru,None,+78482270470&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-agat13.ru,None,+78342470000&+77834247000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-alfa.ru,None,+73472867777&+73472258573&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avantime.ru,None,+74951272491&+74951269190&+78003337167,info@hyundai-avantime.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-agat64.ru,None,+77845243004&+78452430044,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avtobryansk.ru,None,+74832323173&+78003337167,uka.support@hyundai.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
genesis-sales.ru,"АО ""АВИЛОН АГ""&АО ""АВИЛОН АГ""",+79153306263&+74957304432&+71792143889&+77242773817,None,Никонов Александр Васильевич&Никонов Александр Васильевич,LEGAL&LEGAL,1997-02-27&1997-02-27,857001600&857001600,None&None,7705133757&7705133757,1027700000151&1027700000151,772201001&772201001,46420693&46420693,45290590000&45290590000,45395000000&45395000000,4210011&4210011,109316&109316,"109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ&109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ"
genesis-moscow.ru,"АО ""АВИЛОН АГ""&АО ""АВИЛОН АГ""",+70000000000&+74957304422,None,Никонов Александр Васильевич&Никонов Александр Васильевич,LEGAL&LEGAL,1997-02-27&1997-02-27,857001600&857001600,None&None,7705133757&7705133757,1027700000151&1027700000151,772201001&772201001,46420693&46420693,45290590000&45290590000,45395000000&45395000000,4210011&4210011,109316&109316,"109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ&109316, Г.Москва, ПР-КТ ВОЛГОГРАДСКИЙ, Д. 41, К. 1, ОФИС ПРАВЛЕНИЕ"
hyundai-avtomir-voronezh.ru,None,+74951530982,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
haval-arh.ru,"ООО ""АМКАПИТАЛ""",+78182603186&+78182462400,None,Петров Владимир Николаевич,LEGAL,2006-08-09,1155081600,None,7708607959,5067746028312,771801001,96570707,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 218"
haval-promo.ru,"ООО ""АМКАПИТАЛ""",+74951530295&+74953088055,None,Петров Владимир Николаевич,LEGAL,2006-08-09,1155081600,None,7708607959,5067746028312,771801001,96570707,45263564000,45305000000,4210014,107497,"г Москва, ул Иркутская, д 5/6 стр 1, помещ 218"
honda-avtoruss.ru,None,+74957793737&+74951354456&+74952762020&+74957178282&+74951354418,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-br-sale.ru,None,+71573331833&+74832589585,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-berezniki.ru,None,+73424200227,mk@hyundai-silver.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-balashiha.ru,None,+74959612870,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avtoimport.ru,None,+74912700007&+74912955541&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-dmitrovka-msk.ru,None,+74959562552,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avtogermes.ru,None,+74954459150&+78003337167&+74954459209&+74951360787,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-grandtech.ru,None,+74922379888&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avtomaster.ru,None,+78412455050&+78412456060&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-axis.ru,None,+78127091009&+78127091000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-kemerovo.ru,None,+70000001024&+73842450104&+73842450085&+78003337167&+73842450101,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-butovo.ru,None,+74952763434&+74951061369&+74951048992&+74955885550&+74955885585&+74957160809&+74952561016,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-kaliningrad.ru,None,+74012279486&+74012279490&+74012303737&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avtokom.ru,None,+78362646060&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avtorus.ru,None,+74952763434&+74951061369&+74951048992&+74955885550&+74955885585&+74957160809&+74952561016,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-avtomir-nsk.ru,None,+73832841254&+73832843016&+78003337167,uka.support@hyundai.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,None
hyundai-expertmotors.ru,None,+73424213300&+78003337167,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
